,celltype
HP1502401_L10,beta
HP1502401_M12,beta
HP1502401_G22,beta
HP1502401_B1,beta
HP1502401_F24,beta
HP1502401_E10,beta
HP1502401_G5,beta
HP1502401_A6,beta
HP1502401_O7,beta
HP1502401_H12,beta
HP1502401_F9,beta
HP1502401_F16,beta
HP1502401_M20,beta
HP1502401_C21,beta
HP1502401_C7,beta
HP1502401_H19,beta
HP1502401_I24,beta
HP1502401_N21,beta
HP1502401_A10,beta
HP1502401_J12,beta
HP1502401_F21,beta
HP1502401_B23,beta
HP1504101T2D_O12,beta
HP1504101T2D_E16,beta
HP1504101T2D_C24,beta
HP1504101T2D_B6,beta
HP1504101T2D_D8,beta
HP1504101T2D_N10,beta
HP1504101T2D_G9,beta
HP1504101T2D_E24,beta
HP1504101T2D_C18,beta
HP1504101T2D_B3,beta
HP1504101T2D_H6,beta
HP1504101T2D_I21,beta
HP1504101T2D_H23,beta
HP1504101T2D_D9,beta
HP1504101T2D_E15,beta
HP1504901_O20,beta
HP1504901_E16,beta
HP1504901_L8,beta
HP1504901_G8,beta
HP1504901_B22,beta
HP1504901_P14,beta
HP1504901_N13,beta
HP1504901_L17,beta
HP1504901_C17,beta
HP1504901_B11,beta
HP1504901_F17,beta
HP1504901_K19,beta
HP1504901_O8,beta
HP1504901_H17,beta
HP1504901_H5,beta
HP1504901_F11,beta
HP1504901_G12,beta
HP1504901_A16,beta
HP1504901_J7,beta
HP1504901_B7,beta
HP1504901_G4,beta
HP1504901_K22,beta
HP1504901_N8,beta
HP1504901_E10,beta
HP1504901_L22,beta
HP1504901_E21,beta
HP1504901_H18,beta
HP1504901_G16,beta
HP1504901_J3,beta
HP1504901_D7,beta
HP1504901_B10,beta
HP1506401_K1,beta
HP1506401_C9,beta
HP1506401_J19,beta
HP1506401_F12,beta
HP1506401_F24,beta
HP1506401_F8,beta
HP1506401_N20,beta
HP1506401_M5,beta
HP1506401_P20,beta
HP1506401_J17,beta
HP1506401_I23,beta
HP1506401_F18,beta
HP1506401_O10,beta
HP1506401_C15,beta
HP1506401_C4,beta
HP1506401_G9,beta
HP1506401_L14,beta
HP1506401_A15,beta
HP1506401_O11,beta
HP1506401_I11,beta
HP1506401_L5,beta
HP1506401_P12,beta
HP1506401_F11,beta
HP1506401_F22,beta
HP1506401_N11,beta
HP1506401_A24,beta
HP1506401_K21,beta
HP1506401_D13,beta
HP1506401_C8,beta
HP1506401_F9,beta
HP1506401_P14,beta
HP1506401_L2,beta
HP1506401_G6,beta
HP1506401_A17,beta
HP1506401_B8,beta
HP1506401_I12,beta
HP1506401_G12,beta
HP1506401_B11,beta
HP1507101_L22,beta
HP1507101_D6,beta
HP1507101_P2,beta
HP1507101_L24,beta
HP1507101_J8,beta
HP1507101_F14,beta
HP1507101_N5,beta
HP1507101_K23,beta
HP1507101_H24,beta
HP1507101_F11,beta
HP1507101_H4,beta
HP1507101_D22,beta
HP1507101_C7,beta
HP1507101_D3,beta
HP1507101_A12,beta
HP1507101_C10,beta
HP1507101_I12,beta
HP1507101_J19,beta
HP1507101_H10,beta
HP1507101_A6,beta
HP1507101_N6,beta
HP1507101_O3,beta
HP1507101_L16,beta
HP1507101_K15,beta
HP1507101_N13,beta
HP1507101_E14,beta
HP1507101_A13,beta
HP1507101_J20,beta
HP1507101_O9,beta
HP1507101_M8,beta
HP1507101_I18,beta
HP1507101_H17,beta
HP1507101_C12,beta
HP1507101_O14,beta
HP1507101_D23,beta
HP1507101_C15,beta
HP1507101_F23,beta
HP1507101_O19,beta
HP1507101_B5,beta
HP1507101_F4,beta
HP1507101_O8,beta
HP1508501T2D_O4,beta
HP1508501T2D_F3,beta
HP1508501T2D_A10,beta
HP1508501T2D_H2,beta
HP1508501T2D_I8,beta
HP1508501T2D_C14,beta
HP1508501T2D_B21,beta
HP1508501T2D_F1,beta
HP1508501T2D_B20,beta
HP1508501T2D_K20,beta
HP1508501T2D_G5,beta
HP1508501T2D_M14,beta
HP1508501T2D_F7,beta
HP1508501T2D_D12,beta
HP1508501T2D_P1,beta
HP1508501T2D_J6,beta
HP1508501T2D_C4,beta
HP1508501T2D_J24,beta
HP1508501T2D_C17,beta
HP1508501T2D_B16,beta
HP1509101_G2,beta
HP1509101_C1,beta
HP1509101_D18,beta
HP1509101_K9,beta
HP1509101_I11,beta
HP1509101_C23,beta
HP1509101_G9,beta
HP1509101_P1,beta
HP1509101_N21,beta
HP1509101_B13,beta
HP1509101_P7,beta
HP1509101_O6,beta
HP1509101_O18,beta
HP1509101_N23,beta
HP1509101_E22,beta
HP1509101_J19,beta
HP1509101_L14,beta
HP1509101_G12,beta
HP1509101_P15,beta
HP1525301T2D_F15,beta
HP1525301T2D_N3,beta
HP1525301T2D_I6,beta
HP1525301T2D_F23,beta
HP1525301T2D_M7,beta
HP1525301T2D_L14,beta
HP1525301T2D_N18,beta
HP1525301T2D_D23,beta
HP1525301T2D_H10,beta
HP1525301T2D_L17,beta
HP1525301T2D_G8,beta
HP1525301T2D_M14,beta
HP1526901T2D_P9,beta
HP1526901T2D_E11,beta
HP1526901T2D_J6,beta
HP1526901T2D_G21,beta
HP1526901T2D_H24,beta
HP1526901T2D_A1,beta
HP1526901T2D_M15,beta
HP1526901T2D_G17,beta
HP1526901T2D_L1,beta
HP1526901T2D_B4,beta
HP1526901T2D_K3,beta
HP1526901T2D_O15,beta
HP1526901T2D_J21,beta
HP1526901T2D_J5,beta
HP1526901T2D_L4,beta
HP1526901T2D_H20,beta
HP1526901T2D_N12,beta
HP1526901T2D_F5,beta
HP1526901T2D_O24,beta
HP1526901T2D_O14,beta
HP1526901T2D_C3,beta
HP1526901T2D_N13,beta
HP1526901T2D_D19,beta
HP1526901T2D_L5,beta
HP1526901T2D_F17,beta
HP1526901T2D_N3,beta
HP1526901T2D_K23,beta
HP1526901T2D_P17,beta
HP1526901T2D_O1,beta
HP1526901T2D_O17,beta
HP1526901T2D_K20,beta
HP1526901T2D_A2,beta
HP1526901T2D_H22,beta
HP1526901T2D_I20,beta
HP1526901T2D_B9,beta
HP1526901T2D_H4,beta
HP1526901T2D_M24,beta
HP1526901T2D_L3,beta
HP1526901T2D_P7,beta
HP1526901T2D_O13,beta
HP1526901T2D_N23,beta
HP1526901T2D_B1,beta
HP1526901T2D_N1,beta
HP1526901T2D_A19,beta
HP1526901T2D_I13,beta
HP1526901T2D_I3,beta
HP1526901T2D_M2,beta
HP1526901T2D_H14,beta
HP1526901T2D_E2,beta
HP1526901T2D_I5,beta
HP1526901T2D_P11,beta
HP1526901T2D_P10,beta
HP1526901T2D_C17,beta
HP1526901T2D_C11,beta
HP1526901T2D_H10,beta
HP1526901T2D_L6,beta
HP1526901T2D_P18,beta
HP1526901T2D_C10,beta
HP1526901T2D_G4,beta
HP1526901T2D_P4,beta
HP1526901T2D_I22,beta
HP1526901T2D_O8,beta
HP1526901T2D_A5,beta
HP1526901T2D_F18,beta
HP1526901T2D_D17,beta
HP1526901T2D_A14,beta
HP1526901T2D_B10,beta
HP1526901T2D_K7,beta
D101_17,ductal
D101_27,ductal
D101_29,ductal
D101_37,ductal
D101_53,ductal
D101_72,ductal
D102_1,ductal
D102_64,ductal
D102_73,ductal
D102_79,ductal
D102_87,ductal
D10631_2,ductal
D10631_3,ductal
D10631_10,ductal
D10631_24,ductal
D10631_34,ductal
D10631_45,ductal
D10631_56,ductal
D10631_63,ductal
D10631_65,ductal
D10631_68,ductal
D10631_76,ductal
D10631_85,ductal
D10631_88,ductal
D10631_90,ductal
D10631_92,ductal
D1713_1,ductal
D1713_2,ductal
D1713_3,ductal
D1713_4,ductal
D1713_5,ductal
D1713_10,ductal
D1713_12,ductal
D1713_13,ductal
D1713_14,ductal
D1713_17,ductal
D1713_20,ductal
D1713_22,ductal
D1713_25,ductal
D1713_30,ductal
D1713_31,ductal
D1713_32,ductal
D1713_35,ductal
D1713_41,ductal
D1713_43,ductal
D1713_46,ductal
D1713_47,ductal
D1713_48,ductal
D1713_49,ductal
D1713_52,ductal
D1713_53,ductal
D1713_54,ductal
D1713_55,ductal
D1713_56,ductal
D1713_57,ductal
D1713_59,ductal
D1713_64,ductal
D1713_65,ductal
D1713_66,ductal
D1713_73,ductal
D1713_74,ductal
D1713_75,ductal
D1713_77,ductal
D1713_79,ductal
D1713_81,ductal
D1713_82,ductal
D1713_83,ductal
D1713_84,ductal
D1713_85,ductal
D1713_86,ductal
D1713_87,ductal
D1713_88,ductal
D1713_92,ductal
D1713_94,ductal
D172444_15,ductal
D172444_18,ductal
D172444_59,ductal
D17All1_9,ductal
D17All1_11,ductal
D17All1_16,ductal
D17All1_20,ductal
D17All1_24,ductal
D17All1_25,ductal
D17All1_26,ductal
D17All1_29,ductal
D17All1_31,ductal
D17All1_32,ductal
D17All1_41,ductal
D17All1_44,ductal
D17All1_45,ductal
D17All1_47,ductal
D17All1_48,ductal
D17All1_53,ductal
D17All1_56,ductal
D17All1_65,ductal
D17All1_76,ductal
D17All1_78,ductal
D17All1_79,ductal
D17All1_84,ductal
D17All1_86,ductal
D17All1_96,ductal
D17All2_4,ductal
D17All2_8,ductal
D17All2_18,ductal
D17All2_23,ductal
D17All2_29,ductal
D17All2_48,ductal
D17All2_53,ductal
D17All2_54,ductal
D17All2_58,ductal
D17All2_59,ductal
D17All2_64,ductal
D17All2_66,ductal
D17All2_70,ductal
D17All2_71,ductal
D17All2_72,ductal
D17All2_76,ductal
D17All2_77,ductal
D17All2_81,ductal
D17All2_91,ductal
D17TGFB_3,ductal
D17TGFB_5,ductal
D17TGFB_19,ductal
D17TGFB_24,ductal
D17TGFB_25,ductal
D17TGFB_27,ductal
D17TGFB_28,ductal
D17TGFB_29,ductal
D17TGFB_34,ductal
D17TGFB_37,ductal
D17TGFB_55,ductal
D17TGFB_64,ductal
D17TGFB_72,ductal
D17TGFB_79,ductal
D17TGFB_81,ductal
D17TGFB_83,ductal
D17TGFB_86,ductal
D17TGFB_87,ductal
D17TGFB_88,ductal
D2ex_4,ductal
D2ex_5,ductal
D2ex_6,ductal
D2ex_7,ductal
D2ex_8,ductal
D2ex_9,ductal
D2ex_11,ductal
D2ex_12,ductal
D2ex_14,ductal
D2ex_17,ductal
D2ex_19,ductal
D2ex_20,ductal
D2ex_22,ductal
D2ex_23,ductal
D2ex_25,ductal
D2ex_27,ductal
D2ex_29,ductal
D2ex_30,ductal
D2ex_33,ductal
D2ex_35,ductal
D2ex_36,ductal
D2ex_38,ductal
D2ex_47,ductal
D2ex_49,ductal
D2ex_52,ductal
D2ex_53,ductal
D2ex_55,ductal
D2ex_56,ductal
D2ex_57,ductal
D2ex_58,ductal
D2ex_62,ductal
D2ex_67,ductal
D2ex_68,ductal
D2ex_71,ductal
D2ex_72,ductal
D2ex_73,ductal
D2ex_74,ductal
D2ex_75,ductal
D2ex_77,ductal
D2ex_82,ductal
D2ex_83,ductal
D2ex_84,ductal
D2ex_85,ductal
D2ex_88,ductal
D2ex_89,ductal
D2ex_90,ductal
D3en1_29,ductal
D3en1_30,ductal
D3en1_50,ductal
D3en1_60,ductal
D3en1_71,ductal
D3en1_75,ductal
D3en1_79,ductal
D3en1_87,ductal
D3en1_88,ductal
D3en2_24,ductal
D3en2_60,ductal
D3en2_62,ductal
D3en2_68,ductal
D3en2_71,ductal
D3en2_91,ductal
D3en3_6,ductal
D3en3_53,ductal
D3en3_87,ductal
D3en4_4,ductal
D3en4_6,ductal
D3en4_23,ductal
D3en4_41,ductal
D3en4_61,ductal
D3en4_63,ductal
D3en4_64,ductal
D3en4_65,ductal
D3en4_73,ductal
D3en4_74,ductal
D3ex_4,ductal
D3ex_9,ductal
D3ex_12,ductal
D3ex_34,ductal
D3ex_91,ductal
D71_6,ductal
D71_12,ductal
D71_14,ductal
D71_18,ductal
D71_23,ductal
D71_27,ductal
D71_28,ductal
D71_31,ductal
D71_33,ductal
D71_41,ductal
D71_45,ductal
D71_52,ductal
D71_53,ductal
D71_56,ductal
D71_64,ductal
D71_65,ductal
D71_66,ductal
D71_67,ductal
D71_69,ductal
D71_70,ductal
D71_71,ductal
D71_72,ductal
D71_73,ductal
D71_75,ductal
D71_80,ductal
D71_81,ductal
D71_85,ductal
D71_95,ductal
D72_4,ductal
D72_23,ductal
D72_31,ductal
D72_32,ductal
D72_34,ductal
D72_37,ductal
D72_43,ductal
D72_49,ductal
D72_52,ductal
D72_53,ductal
D72_61,ductal
D72_65,ductal
D72_66,ductal
D72_68,ductal
D72_72,ductal
D72_76,ductal
D72_78,ductal
D72_82,ductal
D72_86,ductal
D72_93,ductal
D73_2,ductal
D73_5,ductal
D73_8,ductal
D73_11,ductal
D73_18,ductal
D73_19,ductal
D73_23,ductal
D73_24,ductal
D73_25,ductal
D73_26,ductal
D73_27,ductal
D73_29,ductal
D73_34,ductal
D73_40,ductal
D73_46,ductal
D73_49,ductal
D73_50,ductal
D73_51,ductal
D73_54,ductal
D73_57,ductal
D73_60,ductal
D73_63,ductal
D73_64,ductal
D73_65,ductal
D73_70,ductal
D73_71,ductal
D73_73,ductal
D73_78,ductal
D73_84,ductal
D73_89,ductal
D73_96,ductal
D74_6,ductal
D74_13,ductal
D74_15,ductal
D74_17,ductal
D74_18,ductal
D74_22,ductal
D74_23,ductal
D74_24,ductal
D74_26,ductal
D74_27,ductal
D74_28,ductal
D74_31,ductal
D74_34,ductal
D74_37,ductal
D74_39,ductal
D74_43,ductal
D74_46,ductal
D74_47,ductal
D74_54,ductal
D74_58,ductal
D74_60,ductal
D74_63,ductal
D74_69,ductal
D74_71,ductal
D74_74,ductal
D74_78,ductal
D74_79,ductal
D74_91,ductal
D74_93,ductal
D74_94,ductal
D28-1_5,ductal
D28-1_13,ductal
D28-1_49,ductal
D28-1_52,ductal
D28-1_66,ductal
D28-1_73,ductal
D28-1_77,ductal
D28-1_80,ductal
D28-1_90,ductal
D28-1_91,ductal
D28-2_13,ductal
D28-2_16,ductal
D28-2_17,ductal
D28-2_26,ductal
D28-2_29,ductal
D28-2_40,ductal
D28-2_64,ductal
D28-3_29,ductal
D28-3_49,ductal
D28-3_53,ductal
D28-3_54,ductal
D28-3_63,ductal
D28-3_73,ductal
D28-3_86,ductal
D28-4_22,ductal
D28-4_43,ductal
D28-4_50,ductal
D28-4_52,ductal
D28-4_55,ductal
D28-4_73,ductal
D28-4_74,ductal
D28-4_78,ductal
D28-4_91,ductal
D28-5_4,ductal
D28-5_16,ductal
D28-5_26,ductal
D28-5_30,ductal
D28-5_61,ductal
D28-5_66,ductal
D28-5_75,ductal
D28-6_16,ductal
D28-6_17,ductal
D28-6_39,ductal
D28-6_75,ductal
D28-7_15,ductal
D28-7_18,ductal
D28-7_42,ductal
D28-7_50,ductal
D28-7_76,ductal
D28-7_85,ductal
D28-7_87,ductal
D28-7_89,ductal
D28-8_1,ductal
D28-8_28,ductal
D28-8_31,ductal
D28-8_37,ductal
D28-8_51,ductal
D28-8_55,ductal
D28-8_62,ductal
D28-8_78,ductal
D28-8_87,ductal
D28-8_90,ductal
D29-1_54,ductal
D29-1_65,ductal
D29-2_7,ductal
D29-2_12,ductal
D29-2_57,ductal
D29-2_61,ductal
D29-2_63,ductal
D29-2_65,ductal
D29-2_88,ductal
D29-3_12,ductal
D29-3_17,ductal
D29-3_50,ductal
D29-4_45,ductal
D29-4_47,ductal
D29-5_64,ductal
D29-5_89,ductal
D29-7_20,ductal
D29-8_63,ductal
D29-8_75,ductal
D29-8_88,ductal
D30-1_13,ductal
D30-1_31,ductal
D30-1_42,ductal
D30-1_43,ductal
D30-1_46,ductal
D30-1_78,ductal
D30-1_88,ductal
D30-2_4,ductal
D30-2_9,ductal
D30-2_35,ductal
D30-2_40,ductal
D30-2_50,ductal
D30-2_58,ductal
D30-3_8,ductal
D30-3_12,ductal
D30-3_17,ductal
D30-3_24,ductal
D30-3_32,ductal
D30-3_49,ductal
D30-3_56,ductal
D30-3_90,ductal
D30-4_7,ductal
D30-4_13,ductal
D30-4_16,ductal
D30-4_27,ductal
D30-4_31,ductal
D30-4_38,ductal
D30-4_42,ductal
D30-4_44,ductal
D30-4_46,ductal
D30-4_51,ductal
D30-4_53,ductal
D30-4_58,ductal
D30-4_91,ductal
D30-4_92,ductal
D30-4_93,ductal
D30-5_5,ductal
D30-5_9,ductal
D30-5_31,ductal
D30-5_34,ductal
D30-5_38,ductal
D30-5_42,ductal
D30-5_44,ductal
D30-5_46,ductal
D30-5_50,ductal
D30-5_58,ductal
D30-5_61,ductal
D30-5_64,ductal
D30-5_78,ductal
D30-5_81,ductal
D30-6_12,ductal
D30-6_20,ductal
D30-6_25,ductal
D30-6_34,ductal
D30-6_48,ductal
D30-6_52,ductal
D30-6_57,ductal
D30-6_61,ductal
D30-6_64,ductal
D30-6_69,ductal
D30-6_77,ductal
D30-6_78,ductal
D30-6_86,ductal
D30-7_15,ductal
D30-7_17,ductal
D30-7_35,ductal
D30-7_46,ductal
D30-7_51,ductal
D30-7_74,ductal
D30-7_83,ductal
D30-7_85,ductal
D30-8_4,ductal
D30-8_8,ductal
D30-8_16,ductal
D30-8_22,ductal
D30-8_29,ductal
D30-8_38,ductal
D30-8_82,ductal
D30-8_93,ductal
D31-1_12,ductal
D31-1_16,ductal
D31-1_50,ductal
D31-1_55,ductal
D31-1_62,ductal
D31-1_72,ductal
D31-1_76,ductal
D31-1_77,ductal
D31-1_82,ductal
D31-1_83,ductal
D31-1_84,ductal
D31-1_90,ductal
D31-1_93,ductal
D31-2_10,ductal
D31-2_17,ductal
D31-2_20,ductal
D31-2_21,ductal
D31-2_35,ductal
D31-2_37,ductal
D31-2_40,ductal
D31-2_41,ductal
D31-2_54,ductal
D31-2_59,ductal
D31-2_62,ductal
D31-2_68,ductal
D31-2_73,ductal
D31-2_76,ductal
D31-2_77,ductal
D31-2_78,ductal
D31-2_84,ductal
D31-2_94,ductal
D31-3_12,ductal
D31-3_21,ductal
D31-3_37,ductal
D31-3_65,ductal
D31-3_81,ductal
D31-3_82,ductal
D31-4_33,ductal
D31-4_35,ductal
D31-4_38,ductal
D31-4_56,ductal
D31-4_57,ductal
D31-4_68,ductal
D31-4_69,ductal
D31-4_71,ductal
D31-4_73,ductal
D31-4_76,ductal
D31-4_77,ductal
D31-5_13,ductal
D31-5_14,ductal
D31-5_19,ductal
D31-5_37,ductal
D31-5_41,ductal
D31-5_51,ductal
D31-5_64,ductal
D31-5_65,ductal
D31-5_73,ductal
D31-5_81,ductal
D31-5_91,ductal
D31-6_4,ductal
D31-6_27,ductal
D31-6_28,ductal
D31-6_34,ductal
D31-6_37,ductal
D31-6_41,ductal
D31-6_44,ductal
D31-6_50,ductal
D31-6_51,ductal
D31-6_68,ductal
D31-6_72,ductal
D31-6_79,ductal
D31-6_82,ductal
D31-6_93,ductal
D31-7_10,ductal
D31-7_16,ductal
D31-7_18,ductal
D31-7_23,ductal
D31-7_26,ductal
D31-7_29,ductal
D31-7_42,ductal
D31-7_56,ductal
D31-7_57,ductal
D31-7_73,ductal
D31-7_89,ductal
D31-8_19,ductal
D31-8_20,ductal
D31-8_23,ductal
D31-8_30,ductal
D31-8_37,ductal
D31-8_45,ductal
D31-8_58,ductal
D31-8_75,ductal
D31-8_77,ductal
D31-8_80,ductal
D31-8_85,ductal
D31-8_90,ductal
D31-8_94,ductal
10th_C10_S104,ductal
10th_C24_S90,ductal
10th_C4_S103,ductal
10th_C54_S124,ductal
10th_C68_S75,ductal
10th_C73_S84,ductal
10th_C7_S60,ductal
10th_C80_S77,ductal
10th_C88_S130,ductal
11th-C24_S49,ductal
11th-C26_S12,ductal
11th-C43_S7,ductal
11th-C4_S62,ductal
11th-C55_S24,ductal
11th-C58_S71,ductal
11th-C68_S34,ductal
11th-C7_S16,ductal
12th-C56_S211,ductal
13th_C49_S155,ductal
13th_C8_S140,ductal
3rd-C20_S22,ductal
4th-C70_S46,ductal
4th-C81_S64,ductal
5th-C11_S91,ductal
5th-C30_S105,ductal
5th-C41_S113,ductal
5th-C43_S121,ductal
5th-C57_S96,ductal
7th-C17_S29,ductal
7th-C47_S81,ductal
7th-C76_S52,ductal
7th-C81_S56,ductal
7th-C88_S75,ductal
8th-C67_S117,ductal
8th-C73_S130,ductal
9th-C61_S25,ductal
AZ_C3,ductal
AZ_F9,ductal
AZ_C9,ductal
HP1502401_H23,ductal
HP1502401_G23,ductal
HP1502401_D18,ductal
HP1502401_L5,ductal
HP1502401_H21,ductal
HP1502401_N18,ductal
HP1502401_I2,ductal
HP1502401_L18,ductal
HP1502401_D4,ductal
HP1502401_J15,ductal
HP1502401_J19,ductal
HP1502401_O10,ductal
HP1502401_C12,ductal
HP1502401_J17,ductal
HP1502401_N10,ductal
HP1502401_J24,ductal
HP1502401_M16,ductal
HP1502401_I21,ductal
HP1502401_N16,ductal
HP1504101T2D_B8,ductal
HP1504101T2D_E19,ductal
HP1504101T2D_H18,ductal
HP1504101T2D_O24,ductal
HP1504901_J10,ductal
HP1504901_O11,ductal
HP1504901_P11,ductal
HP1504901_F8,ductal
HP1504901_N18,ductal
HP1504901_I10,ductal
HP1504901_O14,ductal
HP1504901_P7,ductal
HP1504901_J13,ductal
HP1504901_E6,ductal
HP1504901_J15,ductal
HP1504901_L16,ductal
HP1504901_B14,ductal
HP1504901_K23,ductal
HP1504901_G11,ductal
HP1504901_J5,ductal
HP1506401_G2,ductal
HP1506401_O2,ductal
HP1506401_N10,ductal
HP1506401_D15,ductal
HP1506401_D21,ductal
HP1506401_F7,ductal
HP1506401_G21,ductal
HP1506401_B17,ductal
HP1506401_J5,ductal
HP1506401_M16,ductal
HP1506401_A18,ductal
HP1506401_C12,ductal
HP1506401_E6,ductal
HP1506401_A13,ductal
HP1506401_H4,ductal
HP1506401_O4,ductal
HP1506401_L21,ductal
HP1506401_I24,ductal
HP1506401_F21,ductal
HP1506401_J8,ductal
HP1506401_K17,ductal
HP1506401_N16,ductal
HP1506401_D8,ductal
HP1506401_H7,ductal
HP1506401_M21,ductal
HP1506401_P11,ductal
HP1506401_L10,ductal
HP1506401_P5,ductal
HP1506401_D10,ductal
HP1506401_L20,ductal
HP1506401_C17,ductal
HP1506401_J7,ductal
HP1506401_D2,ductal
HP1506401_G18,ductal
HP1506401_E17,ductal
HP1506401_G19,ductal
HP1506401_L4,ductal
HP1506401_L13,ductal
HP1506401_H6,ductal
HP1506401_F10,ductal
HP1506401_I4,ductal
HP1506401_D17,ductal
HP1506401_P22,ductal
HP1506401_O8,ductal
HP1506401_I21,ductal
HP1506401_F19,ductal
HP1506401_A20,ductal
HP1506401_P18,ductal
HP1506401_L1,ductal
HP1506401_G20,ductal
HP1506401_A4,ductal
HP1506401_P1,ductal
HP1506401_J20,ductal
HP1506401_P21,ductal
HP1506401_H2,ductal
HP1506401_K19,ductal
HP1506401_C16,ductal
HP1506401_K4,ductal
HP1506401_F23,ductal
HP1506401_P9,ductal
HP1506401_K16,ductal
HP1506401_H23,ductal
HP1506401_I16,ductal
HP1506401_I3,ductal
HP1506401_B24,ductal
HP1506401_G23,ductal
HP1506401_N17,ductal
HP1506401_D18,ductal
HP1506401_M11,ductal
HP1506401_A12,ductal
HP1506401_J22,ductal
HP1506401_E19,ductal
HP1506401_H9,ductal
HP1506401_D22,ductal
HP1506401_J21,ductal
HP1506401_P4,ductal
HP1506401_B18,ductal
HP1506401_B23,ductal
HP1506401_D1,ductal
HP1506401_D7,ductal
HP1507101_J15,ductal
HP1507101_K16,ductal
HP1507101_G10,ductal
HP1507101_H16,ductal
HP1507101_N17,ductal
HP1507101_F15,ductal
HP1507101_O12,ductal
HP1507101_N8,ductal
HP1507101_P1,ductal
HP1508501T2D_K2,ductal
HP1508501T2D_G2,ductal
HP1508501T2D_I1,ductal
HP1508501T2D_C2,ductal
HP1508501T2D_G3,ductal
HP1508501T2D_G1,ductal
HP1508501T2D_K13,ductal
HP1508501T2D_N1,ductal
HP1508501T2D_B18,ductal
HP1508501T2D_C6,ductal
HP1508501T2D_O3,ductal
HP1508501T2D_M17,ductal
HP1508501T2D_M3,ductal
HP1508501T2D_L20,ductal
HP1508501T2D_L8,ductal
HP1508501T2D_P14,ductal
HP1508501T2D_F4,ductal
HP1508501T2D_F12,ductal
HP1508501T2D_N9,ductal
HP1508501T2D_B17,ductal
HP1508501T2D_J11,ductal
HP1508501T2D_N7,ductal
HP1508501T2D_M15,ductal
HP1508501T2D_K22,ductal
HP1508501T2D_H17,ductal
HP1508501T2D_M22,ductal
HP1508501T2D_H20,ductal
HP1508501T2D_F8,ductal
HP1508501T2D_E15,ductal
HP1508501T2D_N19,ductal
HP1508501T2D_B19,ductal
HP1508501T2D_N17,ductal
HP1508501T2D_N2,ductal
HP1508501T2D_N22,ductal
HP1508501T2D_C24,ductal
HP1508501T2D_H13,ductal
HP1508501T2D_L21,ductal
HP1508501T2D_E7,ductal
HP1508501T2D_I11,ductal
HP1508501T2D_K7,ductal
HP1508501T2D_O9,ductal
HP1508501T2D_I17,ductal
HP1508501T2D_L11,ductal
HP1508501T2D_G14,ductal
HP1508501T2D_J13,ductal
HP1508501T2D_A7,ductal
HP1508501T2D_P12,ductal
HP1508501T2D_C19,ductal
HP1508501T2D_E17,ductal
HP1508501T2D_H9,ductal
HP1508501T2D_F15,ductal
HP1508501T2D_C21,ductal
HP1508501T2D_C15,ductal
HP1508501T2D_N15,ductal
HP1508501T2D_L23,ductal
HP1508501T2D_B24,ductal
HP1508501T2D_O8,ductal
HP1508501T2D_D24,ductal
HP1508501T2D_K15,ductal
HP1508501T2D_J22,ductal
HP1508501T2D_N23,ductal
HP1508501T2D_A17,ductal
HP1508501T2D_L24,ductal
HP1508501T2D_C11,ductal
HP1508501T2D_C18,ductal
HP1508501T2D_O12,ductal
HP1508501T2D_J14,ductal
HP1508501T2D_L5,ductal
HP1508501T2D_M23,ductal
HP1508501T2D_N10,ductal
HP1508501T2D_K23,ductal
HP1508501T2D_I4,ductal
HP1508501T2D_N6,ductal
HP1508501T2D_J16,ductal
HP1508501T2D_G13,ductal
HP1508501T2D_I12,ductal
HP1508501T2D_E11,ductal
HP1508501T2D_I13,ductal
HP1508501T2D_L9,ductal
HP1508501T2D_E9,ductal
HP1508501T2D_D22,ductal
HP1508501T2D_E16,ductal
HP1508501T2D_I21,ductal
HP1508501T2D_K3,ductal
HP1508501T2D_N8,ductal
HP1508501T2D_J15,ductal
HP1509101_E3,ductal
HP1509101_J22,ductal
HP1509101_K19,ductal
HP1509101_M14,ductal
HP1509101_K15,ductal
HP1509101_A24,ductal
HP1509101_B9,ductal
HP1509101_P17,ductal
HP1509101_P9,ductal
HP1509101_L13,ductal
HP1509101_J11,ductal
HP1509101_D17,ductal
HP1509101_N7,ductal
HP1509101_F24,ductal
HP1509101_F2,ductal
HP1509101_B24,ductal
HP1509101_M16,ductal
HP1509101_P6,ductal
HP1509101_L3,ductal
HP1509101_J9,ductal
HP1509101_B19,ductal
HP1509101_D23,ductal
HP1509101_G4,ductal
HP1509101_P22,ductal
HP1509101_E24,ductal
HP1509101_G10,ductal
HP1509101_J23,ductal
HP1509101_I12,ductal
HP1509101_O14,ductal
HP1509101_L16,ductal
HP1509101_K10,ductal
HP1509101_B23,ductal
HP1509101_I16,ductal
HP1509101_A8,ductal
HP1509101_C21,ductal
HP1509101_P5,ductal
HP1509101_N6,ductal
HP1509101_N10,ductal
HP1509101_O17,ductal
HP1509101_P8,ductal
HP1509101_C6,ductal
HP1509101_F22,ductal
HP1509101_F7,ductal
HP1509101_E10,ductal
HP1509101_E9,ductal
HP1509101_A17,ductal
HP1509101_H20,ductal
HP1509101_D21,ductal
HP1509101_I6,ductal
HP1525301T2D_P14,ductal
HP1525301T2D_O14,ductal
HP1525301T2D_H14,ductal
HP1525301T2D_P1,ductal
HP1525301T2D_K16,ductal
HP1525301T2D_C3,ductal
