,CellType
1269,Excitatory neuron
1270,Excitatory neuron
1271,Excitatory neuron
1272,Excitatory neuron
1273,Excitatory neuron
1274,Excitatory neuron
1275,Excitatory neuron
1276,Excitatory neuron
1277,Excitatory neuron
1278,Excitatory neuron
1279,Excitatory neuron
1280,Excitatory neuron
1281,Excitatory neuron
1282,Excitatory neuron
1283,Excitatory neuron
1284,Excitatory neuron
1285,Excitatory neuron
1286,Excitatory neuron
1287,Excitatory neuron
1288,Excitatory neuron
1289,Excitatory neuron
1290,Excitatory neuron
1291,Excitatory neuron
1292,Excitatory neuron
1293,Excitatory neuron
1294,Excitatory neuron
1295,Excitatory neuron
1296,Excitatory neuron
1297,Excitatory neuron
1298,Excitatory neuron
1299,Excitatory neuron
1300,Excitatory neuron
1301,Excitatory neuron
1302,Excitatory neuron
1303,Excitatory neuron
1304,Inhibitory neuron
1305,Inhibitory neuron
1306,Inhibitory neuron
1307,Inhibitory neuron
1308,Inhibitory neuron
1309,Inhibitory neuron
1310,Inhibitory neuron
1311,Inhibitory neuron
1312,Inhibitory neuron
1313,Inhibitory neuron
1314,Inhibitory neuron
1315,Inhibitory neuron
1316,Inhibitory neuron
1317,Inhibitory neuron
1318,Excitatory neuron
1319,Inhibitory neuron
1320,Inhibitory neuron
1321,Inhibitory neuron
1322,Inhibitory neuron
1323,Inhibitory neuron
1324,Inhibitory neuron
1325,Inhibitory neuron
1326,Inhibitory neuron
1327,Inhibitory neuron
1328,Inhibitory neuron
1329,Inhibitory neuron
1330,Inhibitory neuron
1331,Inhibitory neuron
1332,Inhibitory neuron
1333,Inhibitory neuron
1334,Inhibitory neuron
1335,Inhibitory neuron
1336,Inhibitory neuron
1337,Inhibitory neuron
1338,Inhibitory neuron
1339,Inhibitory neuron
1340,Inhibitory neuron
1341,Inhibitory neuron
1342,Inhibitory neuron
1343,Inhibitory neuron
1344,Inhibitory neuron
1345,Inhibitory neuron
1346,Inhibitory neuron
1347,Inhibitory neuron
1348,Inhibitory neuron
1349,Inhibitory neuron
1350,Inhibitory neuron
1351,Inhibitory neuron
1352,Inhibitory neuron
1353,Inhibitory neuron
1354,Inhibitory neuron
1355,Inhibitory neuron
1356,Inhibitory neuron
1357,Inhibitory neuron
1358,Inhibitory neuron
1359,Inhibitory neuron
1360,Inhibitory neuron
1361,Inhibitory neuron
1362,Inhibitory neuron
1363,Inhibitory neuron
1364,Inhibitory neuron
1365,Inhibitory neuron
1366,Inhibitory neuron
1367,Inhibitory neuron
1368,Inhibitory neuron
1369,Inhibitory neuron
1370,Inhibitory neuron
1371,Inhibitory neuron
1372,Inhibitory neuron
1373,Inhibitory neuron
1374,Inhibitory neuron
1375,Inhibitory neuron
1376,Inhibitory neuron
1377,Inhibitory neuron
1378,Inhibitory neuron
1379,Inhibitory neuron
1380,Inhibitory neuron
1381,Inhibitory neuron
1382,Inhibitory neuron
1383,Inhibitory neuron
1384,Inhibitory neuron
1385,Inhibitory neuron
1386,Inhibitory neuron
1387,Inhibitory neuron
1388,Inhibitory neuron
1389,Inhibitory neuron
1390,Inhibitory neuron
1391,Inhibitory neuron
1392,Inhibitory neuron
1393,Inhibitory neuron
1394,Inhibitory neuron
1395,Inhibitory neuron
1396,Inhibitory neuron
1397,Inhibitory neuron
1398,Inhibitory neuron
1399,Inhibitory neuron
1400,Inhibitory neuron
1401,Inhibitory neuron
1402,Inhibitory neuron
1403,Inhibitory neuron
1404,Inhibitory neuron
1405,Inhibitory neuron
1406,Inhibitory neuron
1407,Inhibitory neuron
1408,Inhibitory neuron
1409,Inhibitory neuron
1410,Inhibitory neuron
1411,Inhibitory neuron
1412,Inhibitory neuron
1413,Inhibitory neuron
1414,Excitatory neuron
1415,Excitatory neuron
1416,Excitatory neuron
1417,Excitatory neuron
1418,Excitatory neuron
1419,Excitatory neuron
1420,Excitatory neuron
1421,Excitatory neuron
1422,Excitatory neuron
1423,Excitatory neuron
1424,Excitatory neuron
1425,Excitatory neuron
1426,Excitatory neuron
1427,Excitatory neuron
1428,Excitatory neuron
1429,Excitatory neuron
1430,Excitatory neuron
1431,Excitatory neuron
1432,Excitatory neuron
1433,Excitatory neuron
1434,Excitatory neuron
1435,Excitatory neuron
1436,Excitatory neuron
1437,Excitatory neuron
1438,Excitatory neuron
1439,Excitatory neuron
1440,Excitatory neuron
1441,Excitatory neuron
1442,Excitatory neuron
1443,Excitatory neuron
1444,Excitatory neuron
1445,Excitatory neuron
1446,Excitatory neuron
1447,Excitatory neuron
1448,Excitatory neuron
1449,Excitatory neuron
1450,Excitatory neuron
1451,Excitatory neuron
1452,Excitatory neuron
1453,Excitatory neuron
1454,Excitatory neuron
1455,Excitatory neuron
1456,Excitatory neuron
1457,Excitatory neuron
1458,Excitatory neuron
1459,Excitatory neuron
1460,Excitatory neuron
1461,Excitatory neuron
1462,Excitatory neuron
1463,Excitatory neuron
1464,Excitatory neuron
1465,Excitatory neuron
1466,Excitatory neuron
1467,Excitatory neuron
1468,Excitatory neuron
1469,Excitatory neuron
1470,Excitatory neuron
1471,Excitatory neuron
1472,Excitatory neuron
1473,Excitatory neuron
1474,Excitatory neuron
1475,Excitatory neuron
1476,Excitatory neuron
1477,Excitatory neuron
1478,Excitatory neuron
1479,Excitatory neuron
1480,Excitatory neuron
1481,Excitatory neuron
1482,Excitatory neuron
1483,Excitatory neuron
1484,Excitatory neuron
1485,Excitatory neuron
1486,Excitatory neuron
1487,Excitatory neuron
1488,Excitatory neuron
1489,Excitatory neuron
1490,Excitatory neuron
1491,Excitatory neuron
1492,Excitatory neuron
1493,Excitatory neuron
1494,Excitatory neuron
1495,Excitatory neuron
1496,Excitatory neuron
1497,Excitatory neuron
1498,Excitatory neuron
1499,Excitatory neuron
1500,Excitatory neuron
1501,Excitatory neuron
1502,Excitatory neuron
1503,Excitatory neuron
1504,Excitatory neuron
1505,Excitatory neuron
1506,Excitatory neuron
1507,Excitatory neuron
1508,Excitatory neuron
1509,Excitatory neuron
1510,Excitatory neuron
1511,Excitatory neuron
1512,Excitatory neuron
1513,Excitatory neuron
1514,Excitatory neuron
1515,Excitatory neuron
1516,Excitatory neuron
1517,Excitatory neuron
1518,Excitatory neuron
1519,Excitatory neuron
1520,Excitatory neuron
1521,Excitatory neuron
1522,Excitatory neuron
1523,Excitatory neuron
1524,Excitatory neuron
1525,Excitatory neuron
1526,Excitatory neuron
1527,Excitatory neuron
1528,Excitatory neuron
1529,Excitatory neuron
1530,Excitatory neuron
1531,Excitatory neuron
1532,Excitatory neuron
1533,Excitatory neuron
1534,Excitatory neuron
1535,Excitatory neuron
1536,Excitatory neuron
1537,Excitatory neuron
1538,Excitatory neuron
1539,Excitatory neuron
1540,Excitatory neuron
1541,Excitatory neuron
1542,Excitatory neuron
1543,Excitatory neuron
1544,Excitatory neuron
1545,Excitatory neuron
1546,Excitatory neuron
1547,Excitatory neuron
1548,Excitatory neuron
1549,Excitatory neuron
1550,Excitatory neuron
1551,Excitatory neuron
1552,Excitatory neuron
1553,Excitatory neuron
1554,Excitatory neuron
1555,Excitatory neuron
1556,Excitatory neuron
1557,Excitatory neuron
1558,Excitatory neuron
1559,Excitatory neuron
1560,Microglia
1561,Microglia
1562,Microglia
1563,Microglia
1564,Microglia
1565,Microglia
1566,Microglia
1567,Microglia
1568,Microglia
1569,Microglia
1570,Microglia
1571,Microglia
1572,Microglia
1573,Microglia
1574,Microglia
1575,Microglia
1576,Microglia
1577,Microglia
1578,Microglia
1579,Microglia
1580,Microglia
1581,Microglia
1582,Microglia
1583,Microglia
1584,Microglia
1585,Microglia
1586,Microglia
1587,Microglia
1588,Microglia
1589,Microglia
1590,Microglia
1591,Microglia
1592,Microglia
1593,Microglia
1594,Microglia
1595,Microglia
1596,Microglia
1597,Microglia
1598,Microglia
1599,Microglia
1600,Microglia
1601,Inhibitory neuron
1602,Inhibitory neuron
1603,Inhibitory neuron
1604,Inhibitory neuron
1605,Inhibitory neuron
1606,Inhibitory neuron
1607,Inhibitory neuron
1608,Inhibitory neuron
1609,Inhibitory neuron
1610,Inhibitory neuron
1611,Inhibitory neuron
1612,Inhibitory neuron
1613,Inhibitory neuron
1614,Inhibitory neuron
1615,Inhibitory neuron
1616,Inhibitory neuron
1617,Inhibitory neuron
1618,Inhibitory neuron
1619,Inhibitory neuron
1620,Inhibitory neuron
1621,Inhibitory neuron
1622,Inhibitory neuron
1623,Inhibitory neuron
1624,Inhibitory neuron
1625,Inhibitory neuron
1626,Inhibitory neuron
1627,Inhibitory neuron
1628,Inhibitory neuron
1629,Inhibitory neuron
1630,Inhibitory neuron
1631,Inhibitory neuron
1632,Inhibitory neuron
1633,Inhibitory neuron
1634,Inhibitory neuron
1635,Inhibitory neuron
1636,Inhibitory neuron
1637,Inhibitory neuron
1638,Inhibitory neuron
1639,Inhibitory neuron
1640,Inhibitory neuron
1641,Inhibitory neuron
1642,Inhibitory neuron
1643,Inhibitory neuron
1644,Inhibitory neuron
1645,Inhibitory neuron
1646,Inhibitory neuron
1647,Inhibitory neuron
1648,Inhibitory neuron
1649,Inhibitory neuron
1650,Inhibitory neuron
1651,Inhibitory neuron
1652,Inhibitory neuron
1653,Inhibitory neuron
1654,Inhibitory neuron
1655,Inhibitory neuron
1656,Excitatory neuron
1657,Excitatory neuron
1658,Excitatory neuron
1659,Excitatory neuron
1660,Excitatory neuron
1661,Excitatory neuron
1662,Excitatory neuron
1663,Excitatory neuron
1664,Excitatory neuron
1665,Excitatory neuron
1666,Excitatory neuron
1667,Excitatory neuron
1668,Excitatory neuron
1669,Excitatory neuron
1670,Excitatory neuron
1671,Excitatory neuron
1672,Excitatory neuron
1673,Excitatory neuron
1674,Excitatory neuron
1675,Excitatory neuron
1676,Excitatory neuron
1677,Excitatory neuron
1678,Excitatory neuron
1679,Excitatory neuron
1680,Excitatory neuron
1681,Excitatory neuron
1682,Excitatory neuron
1683,Excitatory neuron
1684,Excitatory neuron
1685,Excitatory neuron
1686,Excitatory neuron
1687,Excitatory neuron
1688,Excitatory neuron
1689,Excitatory neuron
1690,Excitatory neuron
1691,Excitatory neuron
1692,Excitatory neuron
1693,OPC
1694,OPC
1695,OPC
1696,OPC
1697,OPC
1698,OPC
1699,OPC
1700,OPC
1701,OPC
1702,OPC
1703,OPC
1704,OPC
1705,OPC
1706,OPC
1707,OPC
1708,OPC
1709,OPC
1710,OPC
1711,OPC
1712,OPC
1713,OPC
1714,OPC
1715,OPC
1716,OPC
1717,OPC
1718,OPC
1719,OPC
1720,OPC
1721,OPC
1722,OPC
1723,OPC
1724,OPC
1725,OPC
1726,OPC
1727,OPC
1728,OPC
1729,OPC
1730,Inhibitory neuron
1731,Inhibitory neuron
1732,Inhibitory neuron
1733,Inhibitory neuron
1734,Inhibitory neuron
1735,Inhibitory neuron
1736,Inhibitory neuron
1737,Inhibitory neuron
1738,Inhibitory neuron
1739,Inhibitory neuron
1740,Inhibitory neuron
1741,Inhibitory neuron
1742,Inhibitory neuron
1743,Inhibitory neuron
1744,Inhibitory neuron
1745,Inhibitory neuron
1746,Inhibitory neuron
1747,Inhibitory neuron
1748,Oligodendrocyte
1749,Oligodendrocyte
1750,Oligodendrocyte
1751,Inhibitory neuron
1752,Excitatory neuron
1753,Oligodendrocyte
1754,Excitatory neuron
1755,Excitatory neuron
1756,Oligodendrocyte
1757,Excitatory neuron
1758,Excitatory neuron
1759,Inhibitory neuron
1760,Endothelial
1761,Excitatory neuron
1762,Inhibitory neuron
1763,Excitatory neuron
1764,Excitatory neuron
1765,Astrocyte
1766,Excitatory neuron
1767,Excitatory neuron
1768,Excitatory neuron
1769,Inhibitory neuron
1770,Endothelial
1771,Astrocyte
1772,Endothelial
1773,Microglia
1774,Endothelial
1775,Excitatory neuron
1776,Microglia
1777,Astrocyte
1778,Inhibitory neuron
1779,Inhibitory neuron
1780,Astrocyte
1781,Inhibitory neuron
1782,Astrocyte
1783,Excitatory neuron
1784,Astrocyte
1785,Inhibitory neuron
1786,Excitatory neuron
1787,Excitatory neuron
1788,Excitatory neuron
1789,Endothelial
1790,Microglia
1791,Excitatory neuron
1792,Astrocyte
1793,Inhibitory neuron
1794,Pericyte
1795,Inhibitory neuron
1796,Inhibitory neuron
1797,Inhibitory neuron
1798,Excitatory neuron
1799,OPC
1800,Endothelial
1801,Excitatory neuron
1802,Endothelial
1803,Excitatory neuron
1804,Excitatory neuron
1805,Excitatory neuron
1806,Excitatory neuron
1807,Inhibitory neuron
1808,Inhibitory neuron
1809,Excitatory neuron
1810,Astrocyte
1811,Oligodendrocyte
1812,Inhibitory neuron
1813,Excitatory neuron
1814,Endothelial
1815,OPC
1816,Inhibitory neuron
1817,Oligodendrocyte
1818,Inhibitory neuron
1819,Pericyte
1820,Astrocyte
1821,Excitatory neuron
1822,Excitatory neuron
1823,Excitatory neuron
1824,Excitatory neuron
1825,Excitatory neuron
1826,Excitatory neuron
1827,Inhibitory neuron
1828,Inhibitory neuron
1829,Excitatory neuron
1830,Excitatory neuron
1831,Endothelial
1832,Excitatory neuron
1833,Excitatory neuron
1834,Excitatory neuron
1835,Excitatory neuron
1836,Excitatory neuron
1837,Excitatory neuron
1838,Inhibitory neuron
1839,Excitatory neuron
1840,Astrocyte
1841,Microglia
1842,Excitatory neuron
1843,Excitatory neuron
1844,Inhibitory neuron
1845,Oligodendrocyte
1846,Excitatory neuron
1847,Pericyte
1848,Endothelial
1849,Excitatory neuron
1850,Excitatory neuron
1851,Excitatory neuron
1852,Excitatory neuron
1853,Inhibitory neuron
1854,Microglia
1855,Microglia
1856,Excitatory neuron
1857,Astrocyte
1858,Inhibitory neuron
1859,Excitatory neuron
1860,Excitatory neuron
1861,Oligodendrocyte
1862,Excitatory neuron
1863,Excitatory neuron
1864,Oligodendrocyte
1865,Oligodendrocyte
1866,Endothelial
1867,Excitatory neuron
1868,Excitatory neuron
1869,Inhibitory neuron
1870,Endothelial
1871,Excitatory neuron
1872,Oligodendrocyte
1873,Excitatory neuron
1874,Oligodendrocyte
1875,Excitatory neuron
1876,Excitatory neuron
1877,Inhibitory neuron
1878,Excitatory neuron
1879,Inhibitory neuron
1880,Endothelial
1881,Astrocyte
1882,Excitatory neuron
1883,Excitatory neuron
1884,Excitatory neuron
1885,Inhibitory neuron
1886,Inhibitory neuron
1887,Oligodendrocyte
1888,Excitatory neuron
1889,Excitatory neuron
1890,Inhibitory neuron
1891,Inhibitory neuron
1892,Inhibitory neuron
1893,OPC
1894,Excitatory neuron
1895,Excitatory neuron
1896,Excitatory neuron
1897,Excitatory neuron
1898,Inhibitory neuron
1899,Excitatory neuron
1900,Inhibitory neuron
1901,Inhibitory neuron
1902,Excitatory neuron
1903,Inhibitory neuron
1904,Excitatory neuron
1905,Pericyte
1906,Excitatory neuron
1907,Excitatory neuron
1908,OPC
1909,Excitatory neuron
1910,Excitatory neuron
1911,Endothelial
1912,Excitatory neuron
1913,Excitatory neuron
1914,Excitatory neuron
1915,Excitatory neuron
1916,Excitatory neuron
1917,Inhibitory neuron
1918,Excitatory neuron
1919,Endothelial
1920,Inhibitory neuron
1921,Excitatory neuron
1922,Excitatory neuron
1923,Pericyte
1924,OPC
1925,Inhibitory neuron
1926,Microglia
1927,Oligodendrocyte
1928,Excitatory neuron
1929,Astrocyte
1930,Excitatory neuron
1931,Excitatory neuron
1932,Excitatory neuron
1933,Excitatory neuron
1934,Oligodendrocyte
1935,Excitatory neuron
1936,Excitatory neuron
1937,Oligodendrocyte
1938,Excitatory neuron
1939,Astrocyte
1940,Excitatory neuron
1941,Excitatory neuron
1942,Excitatory neuron
1943,Excitatory neuron
1944,Oligodendrocyte
1945,Excitatory neuron
1946,Excitatory neuron
1947,Endothelial
1948,Excitatory neuron
1949,Inhibitory neuron
1950,Inhibitory neuron
1951,Excitatory neuron
1952,Excitatory neuron
1953,Microglia
1954,Oligodendrocyte
1955,Excitatory neuron
1956,Excitatory neuron
1957,Oligodendrocyte
1958,Excitatory neuron
1959,Inhibitory neuron
1960,Excitatory neuron
1961,Astrocyte
1962,Excitatory neuron
1963,Excitatory neuron
1964,Excitatory neuron
1965,Excitatory neuron
1966,Inhibitory neuron
1967,Excitatory neuron
1968,Inhibitory neuron
1969,Excitatory neuron
1970,Excitatory neuron
1971,Inhibitory neuron
1972,Inhibitory neuron
1973,Excitatory neuron
1974,Excitatory neuron
1975,Excitatory neuron
1976,Oligodendrocyte
1977,Excitatory neuron
1978,Inhibitory neuron
1979,Excitatory neuron
1980,Inhibitory neuron
1981,Oligodendrocyte
1982,Excitatory neuron
1983,Excitatory neuron
1984,Inhibitory neuron
1985,Endothelial
1986,Astrocyte
1987,Excitatory neuron
1988,Excitatory neuron
1989,Excitatory neuron
1990,Excitatory neuron
1991,Excitatory neuron
1992,Pericyte
1993,Microglia
1994,Excitatory neuron
1995,Excitatory neuron
1996,Excitatory neuron
1997,Excitatory neuron
1998,Inhibitory neuron
1999,Excitatory neuron
2000,Excitatory neuron
2001,Excitatory neuron
2002,Microglia
2003,Inhibitory neuron
2004,Excitatory neuron
2005,Inhibitory neuron
2006,Astrocyte
2007,Inhibitory neuron
2008,Inhibitory neuron
2009,Inhibitory neuron
2010,Excitatory neuron
2011,Excitatory neuron
2012,Excitatory neuron
2013,Excitatory neuron
2014,Excitatory neuron
2015,Excitatory neuron
2016,Excitatory neuron
2017,Excitatory neuron
2018,OPC
2019,Excitatory neuron
2020,Microglia
2021,Excitatory neuron
2022,Excitatory neuron
2023,Excitatory neuron
2024,Excitatory neuron
2025,Excitatory neuron
2026,Pericyte
2027,Oligodendrocyte
2028,Excitatory neuron
2029,Excitatory neuron
2030,Excitatory neuron
2031,Excitatory neuron
2032,Excitatory neuron
2033,Inhibitory neuron
2034,Excitatory neuron
2035,Microglia
2036,Excitatory neuron
2037,Excitatory neuron
2038,Excitatory neuron
2039,Excitatory neuron
2040,Excitatory neuron
2041,Excitatory neuron
2042,Astrocyte
2043,Excitatory neuron
2044,Inhibitory neuron
2045,Inhibitory neuron
2046,Excitatory neuron
2047,Excitatory neuron
2048,Excitatory neuron
2049,Excitatory neuron
2050,Excitatory neuron
2051,Excitatory neuron
2052,Excitatory neuron
2053,Astrocyte
2054,Excitatory neuron
