,paul15_clusters,paul15_label,celltype,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
1664,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1665,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1666,10GMP,GMP,GMP,8,11,6,2,6,2,7,1,5
1667,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1668,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1669,4Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1670,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1671,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1672,11DC,DC,DC,6,3,9,3,4,3,2,2,3
1673,17Neu,Neu,Neu,6,6,6,3,2,3,4,2,1
1674,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1675,6Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1676,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1677,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1678,7MEP,MEP,MEP,6,5,2,3,2,3,3,2,1
1679,8Mk,Mk,Mk,6,4,7,3,2,3,4,2,1
1680,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1681,11DC,DC,DC,6,11,2,3,2,3,3,2,1
1682,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1683,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1684,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1685,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1686,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1687,11DC,DC,DC,6,4,9,3,4,3,2,2,3
1688,3Ery,Ery,Ery,2,1,2,1,2,1,3,2,1
1689,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1690,15Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1691,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1692,10GMP,GMP,GMP,7,11,1,2,6,2,7,1,5
1693,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1694,2Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
1695,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1696,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1697,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1698,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1699,10GMP,GMP,GMP,8,4,6,2,2,3,4,2,1
1700,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1701,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1702,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1703,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,0
1704,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
1705,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1706,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1707,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1708,2Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1709,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1710,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1711,13Baso,Baso,Baso,8,4,1,2,6,2,7,1,5
1712,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
1713,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1714,8Mk,Mk,Mk,6,1,2,3,2,3,3,2,1
1715,10GMP,GMP,GMP,8,7,6,2,6,3,7,1,1
1716,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1717,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1718,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1719,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1720,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1721,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1722,3Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
1723,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1724,6Ery,Ery,Ery,2,1,2,1,7,1,5,0,0
1725,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
1726,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1727,4Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1728,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1729,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1730,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1731,10GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
1732,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1733,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1734,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1735,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1736,14Mo,Mo,Mo,5,3,6,2,6,2,7,1,5
1737,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1738,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1739,13Baso,Baso,Baso,8,4,6,3,2,3,4,2,1
1740,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1741,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1742,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1743,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1744,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1745,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1746,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1747,10GMP,GMP,GMP,3,3,1,2,6,2,7,1,5
1748,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1749,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1750,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1751,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1752,2Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1753,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
1754,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1755,14Mo,Mo,Mo,8,11,6,3,2,3,4,2,1
1756,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1757,5Ery,Ery,Ery,2,3,2,1,1,1,5,0,0
1758,12Baso,Baso,Baso,6,3,6,3,2,3,4,2,1
1759,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1760,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1761,13Baso,Baso,Baso,8,4,6,2,6,3,7,1,1
1762,2Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1763,4Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1764,4Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1765,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
1766,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1767,13Baso,Baso,Baso,8,3,1,2,6,2,7,1,1
1768,12Baso,Baso,Baso,6,6,2,3,2,3,3,2,1
1769,14Mo,Mo,Mo,3,11,1,2,5,2,1,1,5
1770,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1771,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1772,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
1773,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
1774,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1775,4Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1776,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1777,5Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1778,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1779,14Mo,Mo,Mo,8,3,1,2,6,2,7,1,5
1780,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1781,12Baso,Baso,Baso,6,6,2,3,2,3,3,2,1
1782,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1783,5Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
1784,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1785,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1786,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1787,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1788,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
1789,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1790,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1791,3Ery,Ery,Ery,2,7,2,1,1,1,5,0,1
1792,4Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
1793,2Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1794,5Ery,Ery,Ery,2,10,2,1,1,1,5,0,1
1795,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1796,1Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1797,10GMP,GMP,GMP,6,7,6,3,2,3,4,2,1
1798,11DC,DC,DC,6,6,9,3,3,3,2,2,2
1799,16Neu,Neu,Neu,3,9,1,2,6,2,7,1,5
1800,2Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1801,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1802,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1803,5Ery,Ery,Ery,2,5,2,3,1,1,3,0,0
1804,5Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
1805,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1806,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1807,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1808,10GMP,GMP,GMP,6,7,7,3,2,3,4,2,1
1809,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1810,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1811,4Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
1812,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1813,6Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1814,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1815,19Lymph,Lymph,Lymph,6,11,8,3,8,3,2,2,7
1816,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1817,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1818,13Baso,Baso,Baso,8,4,1,2,6,2,7,1,1
1819,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1820,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1821,3Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1822,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
1823,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1824,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1825,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1826,4Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1827,12Baso,Baso,Baso,6,4,6,3,2,3,4,2,1
1828,3Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1829,12Baso,Baso,Baso,6,1,2,3,2,3,3,2,1
1830,14Mo,Mo,Mo,4,2,1,2,6,2,7,1,5
1831,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1832,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1833,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
1834,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
1835,12Baso,Baso,Baso,6,3,6,3,2,3,4,2,1
1836,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1837,3Ery,Ery,Ery,1,4,5,1,7,1,6,0,0
1838,4Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
1839,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1840,4Ery,Ery,Ery,1,10,5,1,1,1,5,0,0
1841,15Mo,Mo,Mo,4,9,4,2,6,2,7,1,5
1842,2Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1843,7MEP,MEP,MEP,6,7,6,3,2,3,4,2,1
1844,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1845,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1846,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1847,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1848,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1849,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1850,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1851,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1852,4Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1853,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1854,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
1855,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1856,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1857,8Mk,Mk,Mk,6,1,7,3,2,3,4,2,1
1858,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1859,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1860,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1861,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1862,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1863,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1864,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
1865,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1866,2Ery,Ery,Ery,1,10,3,1,7,1,5,0,0
1867,13Baso,Baso,Baso,8,3,6,2,6,3,7,1,5
1868,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1869,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1870,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1871,11DC,DC,DC,6,3,9,2,4,3,2,2,1
1872,10GMP,GMP,GMP,8,4,1,3,6,3,7,1,1
1873,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1874,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1875,7MEP,MEP,MEP,6,1,2,1,2,3,3,2,1
1876,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1877,6Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1878,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1879,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1880,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1881,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1882,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1883,6Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1884,9GMP,GMP,GMP,8,7,6,3,6,3,4,1,1
1885,12Baso,Baso,Baso,6,7,6,3,2,3,4,2,1
1886,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1887,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1888,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
1889,4Ery,Ery,Ery,2,10,5,1,1,1,5,0,0
1890,7MEP,MEP,MEP,6,1,2,1,2,3,3,2,1
1891,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1892,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1893,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1894,4Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1895,3Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1896,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1897,2Ery,Ery,Ery,1,10,3,1,7,1,5,0,0
1898,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1899,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1900,7MEP,MEP,MEP,6,6,2,3,1,3,3,0,1
1901,18Eos,Eos,Eos,6,3,6,3,5,3,4,1,1
1902,6Ery,Ery,Ery,2,1,5,1,1,1,6,0,0
1903,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1904,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1905,10GMP,GMP,GMP,8,1,6,3,6,3,4,1,1
1906,6Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1907,2Ery,Ery,Ery,1,8,3,1,7,1,5,0,0
1908,12Baso,Baso,Baso,6,1,2,3,2,3,3,2,1
1909,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1910,4Ery,Ery,Ery,2,1,2,1,7,1,5,0,0
1911,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1912,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1913,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1914,13Baso,Baso,Baso,8,3,6,2,6,3,7,1,5
1915,3Ery,Ery,Ery,2,8,5,1,1,1,6,0,0
1916,3Ery,Ery,Ery,1,1,3,1,7,1,5,0,0
1917,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1918,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1919,14Mo,Mo,Mo,7,2,1,2,6,2,7,1,5
1920,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1921,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1922,2Ery,Ery,Ery,1,3,5,1,1,1,6,0,0
1923,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
1924,14Mo,Mo,Mo,4,3,4,2,6,2,7,1,5
1925,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
1926,4Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1927,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1928,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1929,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1930,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1931,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1932,12Baso,Baso,Baso,6,6,6,3,2,3,4,2,1
1933,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1934,13Baso,Baso,Baso,8,11,6,3,2,3,4,2,1
1935,6Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
1936,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
1937,4Ery,Ery,Ery,2,5,3,1,7,1,5,0,0
1938,14Mo,Mo,Mo,5,4,4,2,6,2,7,1,5
1939,13Baso,Baso,Baso,8,11,6,3,6,3,4,1,1
1940,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1941,3Ery,Ery,Ery,2,1,5,1,1,1,6,0,0
1942,10GMP,GMP,GMP,6,11,6,3,2,3,4,2,1
1943,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
1944,4Ery,Ery,Ery,1,10,5,1,7,1,6,0,0
1945,8Mk,Mk,Mk,6,4,7,3,2,3,4,2,1
1946,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1947,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1948,15Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1949,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1950,15Mo,Mo,Mo,3,9,4,2,6,2,7,1,5
1951,9GMP,GMP,GMP,8,7,6,2,6,3,7,1,1
1952,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,4
1953,12Baso,Baso,Baso,6,4,6,3,2,3,4,2,1
1954,10GMP,GMP,GMP,6,6,2,3,2,3,3,2,1
1955,14Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
1956,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1957,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1958,7MEP,MEP,MEP,2,1,2,3,1,1,3,0,1
1959,15Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1960,17Neu,Neu,Neu,6,1,6,3,2,3,4,2,1
1961,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1962,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1963,14Mo,Mo,Mo,8,4,1,2,6,2,7,1,1
1964,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1965,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
1966,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1967,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1968,2Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1969,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1970,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1971,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1972,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1973,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1974,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1975,15Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1976,5Ery,Ery,Ery,2,10,3,1,7,1,5,0,0
1977,6Ery,Ery,Ery,2,5,2,3,2,1,3,2,1
1978,13Baso,Baso,Baso,8,6,1,2,6,2,7,1,1
1979,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
1980,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1981,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1982,15Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1983,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
1984,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1985,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1986,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1987,2Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1988,14Mo,Mo,Mo,8,11,6,3,6,3,4,1,1
1989,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1990,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1991,2Ery,Ery,Ery,2,10,3,1,7,1,5,0,0
1992,5Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
1993,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1994,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1995,5Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1996,4Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
1997,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1998,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
1999,2Ery,Ery,Ery,2,3,3,1,1,1,5,0,0
2000,2Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2001,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2002,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
2003,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2004,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2005,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2006,9GMP,GMP,GMP,8,1,6,3,8,3,4,2,1
2007,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2008,17Neu,Neu,Neu,6,7,2,3,2,3,3,2,1
2009,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2010,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
2011,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2012,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2013,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2014,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2015,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2016,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2017,6Ery,Ery,Ery,6,5,2,3,1,1,3,0,1
2018,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2019,4Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2020,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
2021,2Ery,Ery,Ery,1,8,3,1,7,1,5,0,0
2022,4Ery,Ery,Ery,2,1,5,1,1,1,6,0,0
2023,1Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2024,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2025,19Lymph,Lymph,Lymph,6,1,8,3,8,3,2,2,7
2026,8Mk,Mk,Mk,6,1,7,3,2,3,4,2,1
2027,4Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2028,6Ery,Ery,Ery,6,10,2,3,2,3,3,2,1
2029,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2030,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2031,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2032,7MEP,MEP,MEP,6,4,2,3,2,3,3,2,1
2033,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2034,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
2035,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2036,3Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2037,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2038,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2039,6Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2040,10GMP,GMP,GMP,8,1,6,3,6,3,4,1,1
2041,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2042,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2043,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2044,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2045,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
2046,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
2047,10GMP,GMP,GMP,8,1,1,2,6,2,7,1,5
2048,14Mo,Mo,Mo,5,3,4,2,6,2,7,1,5
2049,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
2050,4Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2051,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,1
2052,14Mo,Mo,Mo,3,2,6,2,6,2,7,1,5
2053,3Ery,Ery,Ery,1,3,3,1,7,1,5,0,0
2054,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2055,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2056,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
2057,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2058,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2059,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2060,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2061,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2062,14Mo,Mo,Mo,3,2,4,2,5,2,1,1,4
2063,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2064,14Mo,Mo,Mo,4,2,6,2,5,2,1,1,5
2065,9GMP,GMP,GMP,6,1,2,3,2,3,3,2,1
2066,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2067,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2068,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
2069,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2070,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2071,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2072,13Baso,Baso,Baso,7,3,1,2,6,2,7,1,5
