,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
D10631_54,acinar,celseq,2,3,5,7,10,1,2,3,1
D10631_57,acinar,celseq,2,3,5,7,10,1,2,3,1
D10631_66,acinar,celseq,2,3,5,7,10,1,2,3,1
D10631_67,acinar,celseq,2,3,13,7,10,1,2,3,1
D10631_69,acinar,celseq,2,3,5,7,10,1,2,3,1
D10631_91,acinar,celseq,2,3,13,7,10,1,2,3,1
D10631_95,acinar,celseq,2,3,5,7,10,1,2,3,1
D10631_96,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_8,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_15,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_16,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_27,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_29,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_33,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_42,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_50,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_58,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_61,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_63,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_67,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_68,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_69,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_70,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_71,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_72,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_80,acinar,celseq,2,3,13,7,10,1,2,3,1
D1713_89,acinar,celseq,2,3,5,7,10,1,2,3,1
D1713_91,acinar,celseq,2,3,5,7,10,1,2,3,1
D172444_19,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All1_36,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All1_50,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All1_52,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All1_69,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All1_92,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All2_3,acinar,celseq,2,3,5,7,10,1,2,3,1
D17All2_79,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_4,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_6,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_8,acinar,celseq,2,3,13,7,10,1,2,3,1
D17TGFB_9,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_10,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_12,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_14,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_17,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_21,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_22,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_23,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_26,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_31,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_32,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_33,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_36,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_38,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_39,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_41,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_43,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_44,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_45,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_47,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_49,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_51,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_54,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_56,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_57,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_58,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_59,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_61,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_66,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_67,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_71,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_74,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_76,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_80,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_85,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_89,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_92,acinar,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_93,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_1,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_2,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_3,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_10,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_13,acinar,celseq,2,4,5,7,10,2,2,3,1
D2ex_15,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_16,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_18,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_21,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_24,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_26,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_28,acinar,celseq,1,3,5,4,10,2,13,2,1
D2ex_34,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_37,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_40,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_41,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_42,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_44,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_46,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_51,acinar,celseq,2,3,5,4,10,2,13,3,1
D2ex_59,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_61,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_66,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_69,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_70,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_76,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_79,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_86,acinar,celseq,2,3,5,7,10,1,2,3,1
D2ex_92,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_1,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_5,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_10,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_11,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_13,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_26,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_37,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_41,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_45,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_48,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_49,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_56,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_68,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_73,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en1_84,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_5,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_6,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_16,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_21,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_23,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_25,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_26,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_27,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_31,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_32,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_33,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_37,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_39,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_42,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_45,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_48,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_57,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_66,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_72,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_74,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en2_90,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_2,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_9,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_39,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_46,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_50,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_64,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_68,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_72,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en3_89,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_7,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_8,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_9,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_12,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_14,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_20,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_25,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_26,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_30,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_31,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_32,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_35,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_39,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_42,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_46,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_48,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_54,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_60,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_68,acinar,celseq,2,3,5,4,10,2,13,3,1
D3en4_69,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_72,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_83,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_87,acinar,celseq,2,3,5,7,10,1,2,3,1
D3en4_92,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_5,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_6,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_36,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_68,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_71,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_74,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_76,acinar,celseq,2,3,5,7,10,1,2,3,1
D3ex_83,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_2,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_5,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_10,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_16,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_34,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_39,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_78,acinar,celseq,2,3,5,7,10,1,2,3,1
D71_92,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_1,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_18,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_22,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_33,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_40,acinar,celseq,2,3,5,7,10,1,2,3,1
D72_95,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_35,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_37,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_43,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_48,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_52,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_68,acinar,celseq,2,3,5,7,10,1,2,3,1
D73_83,acinar,celseq,2,3,13,7,10,1,2,3,1
D74_14,acinar,celseq,2,3,5,7,10,1,2,3,1
D74_62,acinar,celseq,2,3,5,7,10,1,2,3,1
D74_76,acinar,celseq,2,3,5,7,10,1,2,3,1
D74_81,acinar,celseq,2,3,5,7,10,1,2,3,1
D74_90,acinar,celseq,2,3,5,7,10,1,2,3,1
D28-1_37,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_38,acinar,celseq2,2,3,5,4,10,2,13,3,1
D28-1_50,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_55,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_67,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_68,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_86,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-1_87,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_4,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_15,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_18,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_39,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_42,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_49,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_53,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_61,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_74,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_78,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_86,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_87,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-2_89,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_4,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_25,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_26,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_28,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_31,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_44,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_52,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_65,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_77,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_85,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_90,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-3_91,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_4,acinar,celseq2,2,3,5,4,10,2,13,3,1
D28-4_17,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_28,acinar,celseq2,1,4,5,7,10,2,2,2,0
D28-4_40,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_49,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_53,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_54,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_61,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_67,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_85,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_86,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-4_89,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_3,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_17,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_27,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_29,acinar,celseq2,2,2,5,7,10,1,2,3,1
D28-5_31,acinar,celseq2,2,2,5,7,10,1,2,3,1
D28-5_37,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_38,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_42,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_54,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_77,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-5_78,acinar,celseq2,2,4,5,7,10,2,2,3,1
D28-6_2,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_4,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_14,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_19,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_38,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_41,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_42,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_50,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_61,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_66,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_73,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_74,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_76,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-6_89,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_37,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_39,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_41,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_52,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_64,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-7_78,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_6,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_39,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_49,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_53,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D28-8_77,acinar,celseq2,2,3,5,7,10,1,2,3,1
D29-1_68,acinar,celseq2,2,3,5,7,10,1,2,3,1
D29-5_73,acinar,celseq2,2,3,5,7,10,1,2,3,1
D29-5_78,acinar,celseq2,2,3,5,7,10,1,2,3,1
D29-7_5,acinar,celseq2,2,3,5,7,10,1,2,3,1
D29-7_49,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_19,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_29,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_30,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_36,acinar,celseq2,2,4,13,7,10,2,2,3,1
D30-1_55,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_61,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_72,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-1_91,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_11,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_17,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_27,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_41,acinar,celseq2,2,2,5,7,10,1,2,3,1
D30-2_42,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_43,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_45,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_53,acinar,celseq2,2,4,5,7,10,2,2,3,1
D30-2_56,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-2_76,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-3_2,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-3_45,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-3_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-3_91,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-4_18,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-4_23,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-4_62,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-4_81,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-4_82,acinar,celseq2,2,3,5,4,10,2,13,3,1
D30-5_36,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-5_45,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-5_79,acinar,celseq2,2,4,5,7,10,2,2,3,1
D30-5_89,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-6_5,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-6_37,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-6_40,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-6_44,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-6_80,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_11,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_20,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_24,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_28,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_39,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-7_91,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_24,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_33,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_36,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_37,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_65,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_69,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_81,acinar,celseq2,2,3,5,7,10,1,2,3,1
D30-8_84,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_5,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_7,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_9,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_11,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_19,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_21,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_22,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_25,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_27,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_44,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_45,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_48,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_51,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_58,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_70,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-1_88,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_6,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_15,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_18,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_26,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_30,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_38,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_53,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_61,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_69,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_75,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_83,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_86,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-2_87,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_1,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_14,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_23,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_25,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_26,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_36,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_40,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_47,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_48,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_53,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_60,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_63,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_64,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_69,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_73,acinar,celseq2,2,3,5,7,10,1,2,3,1
D31-3_78,acinar,celseq2,2,3,5,7,10,1,2,3,1
